"R128CODPAYS","R128INTITULE","R128DATCREA","R128DATMAJ","R128FLAGACTIF","R128REGIONCODE","R128TIMEZONE","R128ISO","R128FLAGFTA","R128FLAGUE"
"840","CONGO","2005-05-13","2005-05-13","T","null","0","COG","F","F"
